CLINIC,YEAR,TOTAL,CipR_Sum,CipR_Sum_prevalence
CLINIC_047,2020,10000,2915,0.29152354798411695
CLINIC_047,2021,10000,3081,0.30814969834127504
CLINIC_047,2022,10000,3249,0.32498988186579614
CLINIC_048,2000,10000,0,0.0
CLINIC_048,2001,10000,205,0.020521032692228935
CLINIC_048,2002,10000,414,0.041463178167213455
CLINIC_048,2003,10000,628,0.06283507809413558
CLINIC_048,2004,10000,846,0.084645551478153
CLINIC_048,2005,10000,1069,0.10690359829951679
CLINIC_048,2006,10000,1296,0.12961840322736706
CLINIC_048,2007,10000,1527,0.15279933940973933
CLINIC_048,2008,10000,1764,0.17645597234134658
CLINIC_048,2009,10000,2005,0.20059806381073142
CLINIC_048,2010,10000,2252,0.22523557592841814
CLINIC_048,2011,10000,2503,0.2503786752377273
CLINIC_048,2012,10000,2760,0.2760377369099465
CLINIC_048,2013,10000,3022,0.30222334902559345
CLINIC_048,2014,10000,3289,0.3289463169435316
CLINIC_048,2015,10000,3562,0.35621766775974706
CLINIC_048,2016,10000,3840,0.3840486548576232
CLINIC_048,2017,10000,4124,0.4124507625515921
CLINIC_048,2018,10000,4414,0.44143571082607713
CLINIC_048,2019,10000,4710,0.47101546017168516
CLINIC_048,2020,10000,5012,0.5012022165206427
CLINIC_048,2021,10000,5320,0.5320084362835094
CLINIC_048,2022,10000,5634,0.5634468314892538
CLINIC_049,2000,10000,0,0.0
CLINIC_049,2001,10000,33,0.0033671625539222205
CLINIC_049,2002,10000,67,0.006745662891509019
CLINIC_049,2003,10000,101,0.010135539188921072
CLINIC_049,2004,10000,135,0.01353682975086401
CLINIC_049,2005,10000,169,0.01694957301102229
CLINIC_049,2006,10000,203,0.020373807532492405
CLINIC_049,2007,10000,238,0.02380957200821876
CLINIC_049,2008,10000,272,0.027256905261432207
CLINIC_049,2009,10000,307,0.030715846246086587
CLINIC_049,2010,10000,341,0.034186434047300596
CLINIC_049,2011,10000,376,0.03766870788179921
CLINIC_049,2012,10000,411,0.041162707098355567
CLINIC_049,2013,10000,446,0.04466847117823769
CLINIC_049,2014,10000,481,0.048186039735652164
CLINIC_049,2015,10000,517,0.051715452518194205
CLINIC_049,2016,10000,552,0.05525674940729486
CLINIC_049,2017,10000,588,0.05880997041867286
CLINIC_049,2018,10000,623,0.06237515570278629
CLINIC_049,2019,10000,659,0.06595234554528595
CLINIC_049,2020,10000,695,0.06954158036747171
CLINIC_049,2021,10000,731,0.0731429007267479
CLINIC_049,2022,10000,767,0.0767563473170827
CLINIC_050,2000,10000,0,0.0
CLINIC_050,2001,10000,208,0.020857389261246917
CLINIC_050,2002,10000,421,0.042149809209289124
CLINIC_050,2003,10000,638,0.06388633344850159
CLINIC_050,2004,10000,860,0.08607622483495803
CLINIC_050,2005,10000,1087,0.1087289394237263
CLINIC_050,2006,10000,1318,0.1318541304984966
CLINIC_050,2007,10000,1554,0.15546165268525391
CLINIC_050,2008,10000,1795,0.179561566151754
CLINIC_050,2009,10000,2041,0.20416414089458734
CLINIC_050,2010,10000,2292,0.229279861115661
CLINIC_050,2011,10000,2549,0.25491942968996195
CLINIC_050,2012,10000,2810,0.2810937727265075
CLINIC_050,2013,10000,3078,0.30781404422442393
CLINIC_050,2014,10000,3350,0.33509163082613846
CLINIC_050,2015,10000,3629,0.3629381566697123
CLINIC_050,2016,10000,3913,0.39136548834237894
CLINIC_050,2017,10000,4203,0.4203857399374009
CLINIC_050,2018,10000,4500,0.45001127821639986
CLINIC_050,2019,10000,4802,0.48025472787935763
CLINIC_050,2020,10000,5111,0.5111289769445386
CLINIC_050,2021,10000,5426,0.5426471822406209
CLINIC_050,2022,10000,5748,0.5748227750133794
CLINIC_051,2000,10000,0,0.0
CLINIC_051,2001,10000,125,0.012529377400925856
CLINIC_051,2002,10000,252,0.02521574009990646
CLINIC_051,2003,10000,380,0.0380610550249878
CLINIC_051,2004,10000,510,0.051067313748599075
CLINIC_051,2005,10000,642,0.06423653279633257
CLINIC_051,2006,10000,775,0.07757075395959068
CLINIC_051,2007,10000,910,0.09107204461215046
CLINIC_051,2008,10000,1047,0.10474249803069591
CLINIC_051,2009,10000,1185,0.11858423371936411
CLINIC_051,2010,10000,1325,0.1325993977383595
CLINIC_051,2011,10000,1467,0.1467901630366848
CLINIC_051,2012,10000,1611,0.16115872978904067
CLINIC_051,2013,10000,1757,0.17570732573694725
CLINIC_051,2014,10000,1904,0.19043820653413857
CLINIC_051,2015,10000,2053,0.20535365609628609
CLINIC_051,2016,10000,2204,0.22045598695510238
CLINIC_051,2017,10000,2357,0.2357475406168823
CLINIC_051,2018,10000,2512,0.25123068792553704
CLINIC_051,2019,10000,2669,0.2669078294301761
CLINIC_051,2020,10000,2827,0.28278139575729466
CLINIC_051,2021,10000,2988,0.29885384798762415
CLINIC_051,2022,10000,3151,0.3151276780377059
CLINIC_052,2000,10000,0,0.0
CLINIC_052,2001,10000,88,0.008856760764857086
CLINIC_052,2002,10000,177,0.017791963740960037
CLINIC_052,2003,10000,268,0.02680630367220771
CLINIC_052,2004,10000,359,0.03590048145567959
CLINIC_052,2005,10000,450,0.04507520419613287
CLINIC_052,2006,10000,543,0.05433118526098202
CLINIC_052,2007,10000,636,0.06366914433576665
CLINIC_052,2008,10000,730,0.07308980748010874
CLINIC_052,2009,10000,825,0.08259390718416659
CLINIC_052,2010,10000,921,0.09218218242558862
CLINIC_052,2011,10000,1018,0.10185537872697137
CLINIC_052,2012,10000,1116,0.11161424821382715
CLINIC_052,2013,10000,1214,0.1214595496730635
CLINIC_052,2014,10000,1313,0.13139204861198217
CLINIC_052,2015,10000,1414,0.14141251731780002
CLINIC_052,2016,10000,1515,0.15152173491769694
CLINIC_052,2017,10000,1617,0.16172048743939604
CLINIC_052,2018,10000,1720,0.17200956787227994
CLINIC_052,2019,10000,1823,0.18238977622904828
CLINIC_052,2020,10000,1928,0.19286191960792176
CLINIC_052,2021,10000,2034,0.20342681225539727
CLINIC_052,2022,10000,2140,0.2140852756295577
CLINIC_053,2000,10000,0,0.0
CLINIC_053,2001,10000,47,0.004713827717067076
CLINIC_053,2002,10000,94,0.009449875605880509
CLINIC_053,2003,10000,142,0.014208248408501545
CLINIC_053,2004,10000,189,0.018989051360727593
CLINIC_053,2005,10000,237,0.0237923901944197
CLINIC_053,2006,10000,286,0.02861837113984067
CLINIC_053,2007,10000,334,0.03346710092800409
CLINIC_053,2008,10000,383,0.03833868679303554
CLINIC_053,2009,10000,432,0.04323323647454358
CLINIC_053,2010,10000,481,0.04815085822000298
CLINIC_053,2011,10000,530,0.05309166078714833
CLINIC_053,2012,10000,580,0.05805575344637903
CLINIC_053,2013,10000,630,0.0630432459831769
CLINIC_053,2014,10000,680,0.06805424870053334
CLINIC_053,2015,10000,730,0.0730888724213894
CLINIC_053,2016,10000,781,0.07814722849108557
CLINIC_053,2017,10000,832,0.08322942877982609
CLINIC_053,2018,10000,883,0.0883355856851511
CLINIC_053,2019,10000,934,0.09346581213442429
CLINIC_053,2020,10000,986,0.09862022158732886
CLINIC_053,2021,10000,1037,0.10379892803837776
CLINIC_053,2022,10000,1090,0.10900204601943408
CLINIC_054,2000,10000,0,0.0
CLINIC_054,2001,10000,163,0.016333638517779248
CLINIC_054,2002,10000,329,0.032934064782788264
CLINIC_054,2003,10000,498,0.04980563640965063
CLINIC_054,2004,10000,669,0.06695278218869327
CLINIC_054,2005,10000,843,0.08438000324850248
CLINIC_054,2006,10000,1020,0.1020918742374719
CLINIC_054,2007,10000,1200,0.12009304452464864
CLINIC_054,2008,10000,1383,0.13838823942019318
CLINIC_054,2009,10000,1569,0.15698226141577387
CLINIC_054,2010,10000,1758,0.17587999144522204
CLINIC_054,2011,10000,1950,0.19508639016577778
CLINIC_054,2012,10000,2146,0.21460649926026343
CLINIC_054,2013,10000,2344,0.23444544276052603
CLINIC_054,2014,10000,2546,0.25460842839249653
CLINIC_054,2015,10000,2751,0.2751007489432187
CLINIC_054,2016,10000,2959,0.295927783650207
CLINIC_054,2017,10000,3170,0.3170949996134964
CLINIC_054,2018,10000,3386,0.338607953230758
CLINIC_054,2019,10000,3604,0.3604722916558538
CLINIC_054,2020,10000,3826,0.38269375428121544
CLINIC_054,2021,10000,4052,0.405278174244436
CLINIC_054,2022,10000,4282,0.42823147995946953
CLINIC_055,2000,10000,0,0.0
CLINIC_055,2001,10000,223,0.022356653568098572
CLINIC_055,2002,10000,452,0.04521312709496117
CLINIC_055,2003,10000,685,0.06858059488225221
CLINIC_055,2004,10000,924,0.09247048105162747
CLINIC_055,2005,10000,1168,0.1168944651298729
CLINIC_055,2006,10000,1418,0.14186448775890814
CLINIC_055,2007,10000,1673,0.16739275653344854
CLINIC_055,2008,10000,1934,0.19349175196917456
CLINIC_055,2009,10000,2201,0.22017423360433241
CLINIC_055,2010,10000,2474,0.24745324623774478
CLINIC_055,2011,10000,2753,0.2753421263062821
CLINIC_055,2012,10000,3038,0.3038545084049138
CLINIC_055,2013,10000,3330,0.333004331952526
CLINIC_055,2014,10000,3628,0.3628058480067633
CLINIC_055,2015,10000,3932,0.3932736262312295
CLINIC_055,2016,10000,4244,0.42442256201844963
CLINIC_055,2017,10000,4562,0.4562678837720795
CLINIC_055,2018,10000,4888,0.48882516035192003
CLINIC_055,2019,10000,5221,0.5221103086853767
CLINIC_055,2020,10000,5561,0.5561396015490874
CLINIC_055,2021,10000,5909,0.5909296755245195
CLINIC_055,2022,10000,6264,0.6264975391314287
CLINIC_056,2000,10000,0,0.0
CLINIC_056,2001,10000,53,0.005315488411580249
CLINIC_056,2002,10000,106,0.010659231240214062
CLINIC_056,2003,10000,160,0.016031378671928165
CLINIC_056,2004,10000,214,0.0214320816910607
CLINIC_056,2005,10000,268,0.026861492084505834
CLINIC_056,2006,10000,323,0.032319762445979006
CLINIC_056,2007,10000,378,0.03780704618030595
CLINIC_056,2008,10000,433,0.04332349750773368
CLINIC_056,2009,10000,488,0.04886927146826525
CLINIC_056,2010,10000,544,0.05444452392601762
CLINIC_056,2011,10000,600,0.06004941157360055
CLINIC_056,2012,10000,656,0.06568409193652247
CLINIC_056,2013,10000,713,0.07134872337761644
CLINIC_056,2014,10000,770,0.07704346510149152
CLINIC_056,2015,10000,827,0.0827684771590067
CLINIC_056,2016,10000,885,0.08852392045176982
CLINIC_056,2017,10000,943,0.0943099567366592
CLINIC_056,2018,10000,1001,0.10012674863036963
CLINIC_056,2019,10000,1059,0.105974459613984
CLINIC_056,2020,10000,1118,0.11185325403756585
CLINIC_056,2021,10000,1177,0.11776329712478018
CLINIC_056,2022,10000,1237,0.12370475497753675
CLINIC_057,2000,10000,0,0.0
CLINIC_057,2001,10000,125,0.012593788109530601
CLINIC_057,2002,10000,253,0.02534617971800901
CLINIC_057,2003,10000,382,0.038259172244294426
CLINIC_057,2004,10000,513,0.051334788262315856
CLINIC_057,2005,10000,645,0.06457507581786959
CLINIC_057,2006,10000,779,0.07798210874940747
CLINIC_057,2007,10000,915,0.09155798701286244
CLINIC_057,2008,10000,1053,0.10530483701056825
CLINIC_057,2009,10000,1192,0.11922481192431889
CLINIC_057,2010,10000,1333,0.13332009205262296
CLINIC_057,2011,10000,1475,0.14759288515220748
CLINIC_057,2012,10000,1620,0.1620454267838194
CLINIC_057,2013,10000,1766,0.17667998066238377
CLINIC_057,2014,10000,1914,0.1914988390115726
CLINIC_057,2015,10000,2065,0.20650432292283605
CLINIC_057,2016,10000,2216,0.22169878271895915
CLINIC_057,2017,10000,2370,0.2370845983221932
CLINIC_057,2018,10000,2526,0.2526641796270268
CLINIC_057,2019,10000,2684,0.2684399668776485
CLINIC_057,2020,10000,2844,0.28441443105016573
CLINIC_057,2021,10000,3005,0.300590074239635
CLINIC_057,2022,10000,3169,0.31696943005196765
CLINIC_058,2000,10000,0,0.0
CLINIC_058,2001,10000,54,0.0054134753624683896
CLINIC_058,2002,10000,108,0.01085625644043664
CLINIC_058,2003,10000,163,0.01632850187967394
CLINIC_058,2004,10000,218,0.021830371184773822
CLINIC_058,2005,10000,273,0.027362024723804446
CLINIC_058,2006,10000,329,0.03292362373298241
CLINIC_058,2007,10000,385,0.03851533032137233
CLINIC_058,2008,10000,441,0.04413730747561262
CLINIC_058,2009,10000,497,0.049789719064665894
CLINIC_058,2010,10000,554,0.05547272984459495
CLINIC_058,2011,10000,611,0.06118650546336579
CLINIC_058,2012,10000,669,0.06693121246567557
CLINIC_058,2013,10000,727,0.0727070182978069
CLINIC_058,2014,10000,785,0.07851409131250908
CLINIC_058,2015,10000,843,0.08435260077390416
CLINIC_058,2016,10000,902,0.09022271686242211
CLINIC_058,2017,10000,961,0.09612461067976019
CLINIC_058,2018,10000,1020,0.10205845425387006
CLINIC_058,2019,10000,1080,0.10802442054397332
CLINIC_058,2020,10000,1140,0.11402268344560129
CLINIC_058,2021,10000,1200,0.12005341779566492
CLINIC_058,2022,10000,1261,0.12611679937755027
CLINIC_059,2000,10000,0,0.0
CLINIC_059,2001,10000,231,0.02312356912365776
CLINIC_059,2002,10000,467,0.04678183769633204
CLINIC_059,2003,10000,709,0.07098716987769271
CLINIC_059,2004,10000,957,0.09575221573091008
CLINIC_059,2005,10000,1210,0.12108991783376499
CLINIC_059,2006,10000,1470,0.14701351804262974
CLINIC_059,2007,10000,1735,0.17353656441285836
CLINIC_059,2008,10000,2006,0.2006729182791991
CLINIC_059,2009,10000,2284,0.22843676149993186
CLINIC_059,2010,10000,2568,0.25684260386851787
CLINIC_059,2011,10000,2859,0.2859052906966295
CLINIC_059,2012,10000,3156,0.3156400105725303
CLINIC_059,2013,10000,3460,0.3460623032988539
CLINIC_059,2014,10000,3771,0.377188068013935
CLINIC_059,2015,10000,4090,0.4090335715009319
CLINIC_059,2016,10000,4416,0.44161545668908797
CLINIC_059,2017,10000,4749,0.4749507513515716
CLINIC_059,2018,10000,5090,0.5090568770044406
CLINIC_059,2019,10000,5439,0.5439516580113839
CLINIC_059,2020,10000,5796,0.5796533308989962
CLINIC_059,2021,10000,6161,0.6161805538874552
CLINIC_059,2022,10000,6535,0.6535524166415831
CLINIC_060,2000,10000,0,0.0
CLINIC_060,2001,10000,61,0.0061747060423913425
CLINIC_060,2002,10000,123,0.012387539079492527
CLINIC_060,2003,10000,186,0.018638734534288215
CLINIC_060,2004,10000,249,0.024928529283430922
CLINIC_060,2005,10000,312,0.031257161666216726
CLINIC_060,2006,10000,376,0.03762487149361626
CLINIC_060,2007,10000,440,0.04403190005736346
CLINIC_060,2008,10000,504,0.05047849013909689
CLINIC_060,2009,10000,569,0.056964886019560845
CLINIC_060,2010,10000,634,0.06349133348786129
CLINIC_060,2011,10000,700,0.0700580798507795
CLINIC_060,2012,10000,766,0.07666537394214368
CLINIC_060,2013,10000,833,0.08331346613225787
CLINIC_060,2014,10000,900,0.0900026083373886
CLINIC_060,2015,10000,967,0.09673305402931165
CLINIC_060,2016,10000,1035,0.10350505824491663
CLINIC_060,2017,10000,1103,0.110318877595871
CLINIC_060,2018,10000,1171,0.11717477027834322
CLINIC_060,2019,10000,1240,0.12407299608278821
CLINIC_060,2020,10000,1310,0.13101381640378928
CLINIC_060,2021,10000,1379,0.13799749424996577
CLINIC_060,2022,10000,1450,0.14502429425393726
CLINIC_061,2000,10000,0,0.0
CLINIC_061,2001,10000,234,0.023408905866144858
CLINIC_061,2002,10000,473,0.04736578860614005
CLINIC_061,2003,10000,718,0.07188347575904186
CLINIC_061,2004,10000,969,0.09697509514256142
CLINIC_061,2005,10000,1226,0.12265408188225901
CLINIC_061,2006,10000,1489,0.14893418560528437
CLINIC_061,2007,10000,1758,0.17582947780251423
CLINIC_061,2008,10000,2033,0.2033543593630318
CLINIC_061,2009,10000,2315,0.23152356828497633
CLINIC_061,2010,10000,2603,0.26035218756689815
CLINIC_061,2011,10000,2898,0.28985565328384166
CLINIC_061,2012,10000,3200,0.3200497628524779
CLINIC_061,2013,10000,3509,0.3509506834897187
CLINIC_061,2014,10000,3825,0.3825749608693336
CLINIC_061,2015,10000,4149,0.4149395279812129
CLINIC_061,2016,10000,4480,0.4480617141980128
CLINIC_061,2017,10000,4819,0.48195925455404254
CLINIC_061,2018,10000,5166,0.5166502992413604
CLINIC_061,2019,10000,5521,0.552153423328162
CLINIC_061,2020,10000,5884,0.5884876367046656
CLINIC_061,2021,10000,6256,0.6256723942618203
CLINIC_061,2022,10000,6637,0.6637276063082858
CLINIC_062,2000,10000,0,0.0
CLINIC_062,2001,10000,34,0.00345331784189451
CLINIC_062,2002,10000,69,0.006918561087906339
CLINIC_062,2003,10000,103,0.010395770920246017
CLINIC_062,2004,10000,138,0.01388498866333987
CLINIC_062,2005,10000,173,0.01738625578432007
CLINIC_062,2006,10000,208,0.020899613893518465
CLINIC_062,2007,10000,244,0.02442510474496018
CLINIC_062,2008,10000,279,0.02796277023686078
CLINIC_062,2009,10000,315,0.0315126524121232
CLINIC_062,2010,10000,350,0.035074793458838016
CLINIC_062,2011,10000,386,0.0386492357107846
CLINIC_062,2012,10000,422,0.04223602164793494
CLINIC_062,2013,10000,458,0.045835193896957005
CLINIC_062,2014,10000,494,0.04944679523172257
CLINIC_062,2015,10000,530,0.05307086857381549
CLINIC_062,2016,10000,567,0.05670745699304103
CLINIC_062,2017,10000,603,0.06035660370793816
CLINIC_062,2018,10000,640,0.06401835208629336
CLINIC_062,2019,10000,676,0.06769274564565642
CLINIC_062,2020,10000,713,0.07137982805385601
CLINIC_062,2021,10000,750,0.07507964312952042
CLINIC_062,2022,10000,787,0.07879223484259712
CLINIC_063,2000,10000,0,0.0
CLINIC_063,2001,10000,234,0.02342236296470057
CLINIC_063,2002,10000,473,0.04739333301625148
CLINIC_063,2003,10000,719,0.07192575982896576
CLINIC_063,2004,10000,970,0.09703279404689225
CLINIC_063,2005,10000,1227,0.12272789433323839
CLINIC_063,2006,10000,1490,0.14902483458490545
CLINIC_063,2007,10000,1759,0.17593771131600833
CLINIC_063,2008,10000,2034,0.20348095121433118
CLINIC_063,2009,10000,2316,0.2316693188747765
CLINIC_063,2010,10000,2605,0.2605179247139471
CLINIC_063,2011,10000,2900,0.29004223307010846
CLINIC_063,2012,10000,3202,0.3202580704928695
CLINIC_063,2013,10000,3511,0.35118163422702886
CLINIC_063,2014,10000,3828,0.3828295008951317
CLINIC_063,2015,10000,4152,0.4152186353833933
CLINIC_063,2016,10000,4483,0.44836639993575167
CLINIC_063,2017,10000,4822,0.4822905634609236
CLINIC_063,2018,10000,5170,0.5170093110574561
CLINIC_063,2019,10000,5525,0.5525412537618741
CLINIC_063,2020,10000,5889,0.5889054385251562
CLINIC_063,2021,10000,6261,0.6261213584228793
CLINIC_063,2022,10000,6642,0.6642089631045123
CLINIC_064,2000,10000,0,0.0
CLINIC_064,2001,10000,65,0.006512704643801381
CLINIC_064,2002,10000,130,0.013067824609380052
CLINIC_064,2003,10000,196,0.019665636135199227
CLINIC_064,2004,10000,263,0.026306417258781467
CLINIC_064,2005,10000,329,0.03299044782842575
CLINIC_064,2006,10000,397,0.03971800951500026
CLINIC_064,2007,10000,464,0.04648938582381246
CLINIC_064,2008,10000,533,0.05330486210655594
CLINIC_064,2009,10000,601,0.06016472557333574
CLINIC_064,2010,10000,670,0.06706926530477153
CLINIC_064,2011,10000,740,0.07401877226417963
CLINIC_064,2012,10000,810,0.08101353930983435
CLINIC_064,2013,10000,880,0.0880538612073094
CLINIC_064,2014,10000,951,0.09514003464190024
CLINIC_064,2015,10000,1022,0.10227235823112513
CLINIC_064,2016,10000,1094,0.10945113253731087
CLINIC_064,2017,10000,1166,0.11667666008025712
CLINIC_064,2018,10000,1239,0.12394924534998641
CLINIC_064,2019,10000,1312,0.1312691948195741
CLINIC_064,2020,10000,1386,0.13863681695806496
CLINIC_064,2021,10000,1460,0.14605242224347093
CLINIC_064,2022,10000,1535,0.15351632317585562
CLINIC_065,2000,10000,0,0.0
CLINIC_065,2001,10000,65,0.00658553377620108
CLINIC_065,2002,10000,132,0.013214436807519547
CLINIC_065,2003,10000,198,0.019886994703649963
CLINIC_065,2004,10000,266,0.026603494955178775
CLINIC_065,2005,10000,333,0.033364226945972186
CLINIC_065,2006,10000,401,0.04016948196564263
CLINIC_065,2007,10000,470,0.04701955322210094
CLINIC_065,2008,10000,539,0.053914735854188045
CLINIC_065,2009,10000,608,0.06085532694439166
CLINIC_065,2010,10000,678,0.06784162553164674
CLINIC_065,2011,10000,748,0.07487393262421871
CLINIC_065,2012,10000,819,0.08195255121267353
CLINIC_065,2013,10000,890,0.0890777862829315
CLINIC_065,2014,10000,962,0.09624994482940785
CLINIC_065,2015,10000,1034,0.10346933586824036
CLINIC_065,2016,10000,1107,0.11073627045060275
CLINIC_065,2017,10000,1180,0.1180510616761068
CLINIC_065,2018,10000,1254,0.12541402470629204
CLINIC_065,2019,10000,1328,0.13282547677820578
CLINIC_065,2020,10000,1402,0.14028573721806947
CLINIC_065,2021,10000,1477,0.14779512745503953
CLINIC_065,2022,10000,1553,0.15535397103505355
CLINIC_066,2000,10000,0,0.0
CLINIC_066,2001,10000,139,0.013936352673079355
CLINIC_066,2002,10000,280,0.02806692727198712
CLINIC_066,2003,10000,423,0.042394430541978556
CLINIC_066,2004,10000,569,0.05692160695046522
CLINIC_066,2005,10000,716,0.07165123921272465
CLINIC_066,2006,10000,865,0.08658614882493554
CLINIC_066,2007,10000,1017,0.10172919660464297
CLINIC_066,2008,10000,1170,0.11708328323875361
CLINIC_066,2009,10000,1326,0.13265134983917015
CLINIC_066,2010,10000,1484,0.1484363785061682
CLINIC_066,2011,10000,1644,0.16444139289962423
CLINIC_066,2012,10000,1806,0.18066945881820518
CLINIC_066,2013,10000,1971,0.19712368478662934
CLINIC_066,2014,10000,2138,0.21380722265111207
CLINIC_066,2015,10000,2307,0.23072326818310884
CLINIC_066,2016,10000,2478,0.24787506169147333
CLINIC_066,2017,10000,2652,0.26526588864314626
CLINIC_066,2018,10000,2828,0.2828990802924942
CLINIC_066,2019,10000,3007,0.30077801431941964
CLINIC_066,2020,10000,3189,0.31890611547636283
CLINIC_066,2021,10000,3372,0.33728685624432253
CLINIC_066,2022,10000,3559,0.35592375749801697
CLINIC_067,2000,10000,0,0.0
CLINIC_067,2001,10000,41,0.0041396664859036925
CLINIC_067,2002,10000,82,0.00829646981042198
CLINIC_067,2003,10000,124,0.01247048091435099
CLINIC_067,2004,10000,166,0.016661771032159045
CLINIC_067,2005,10000,208,0.020870411693200364
CLINIC_067,2006,10000,250,0.025096474722937412
CLINIC_067,2007,10000,293,0.029340032244165926
CLINIC_067,2008,10000,336,0.03360115667824615
CLINIC_067,2009,10000,378,0.03787992074633828
CLINIC_067,2010,10000,421,0.04217639747064417
CLINIC_067,2011,10000,464,0.0464906601756534
CLINIC_067,2012,10000,508,0.05082278248939365
CLINIC_067,2013,10000,551,0.055172838344689
CLINIC_067,2014,10000,595,0.0595409019804205
CLINIC_067,2015,10000,639,0.06392704794279291
CLINIC_067,2016,10000,683,0.06833135108660815
CLINIC_067,2017,10000,727,0.07275388657654158
CLINIC_067,2018,10000,771,0.07719472988842546
CLINIC_067,2019,10000,816,0.08165395681053655
CLINIC_067,2020,10000,861,0.08613164344489044
CLINIC_067,2021,10000,906,0.09062786620853869
CLINIC_067,2022,10000,951,0.09514270183487472
CLINIC_068,2000,10000,0,0.0
CLINIC_068,2001,10000,71,0.007197071797782284
CLINIC_068,2002,10000,144,0.01444594143802691
CLINIC_068,2003,10000,217,0.021746981713525404
CLINIC_068,2004,10000,291,0.029100568100084878
CLINIC_068,2005,10000,365,0.036507078775839696
CLINIC_068,2006,10000,439,0.04396689464069903
CLINIC_068,2007,10000,514,0.051480399335935845
CLINIC_068,2008,10000,590,0.05904797926391736
CLINIC_068,2009,10000,666,0.06667002360797603
CLINIC_068,2010,10000,743,0.07434692435242485
CLINIC_068,2011,10000,820,0.08207907630271571
CLINIC_068,2012,10000,898,0.08986687710574448
CLINIC_068,2013,10000,977,0.09771072727029928
CLINIC_068,2014,10000,1056,0.10561103018765938
CLINIC_068,2015,10000,1135,0.11356819215233993
CLINIC_068,2016,10000,1215,0.121582622382987
CLINIC_068,2017,10000,1296,0.12965473304342212
CLINIC_068,2018,10000,1377,0.1377849392638404
CLINIC_068,2019,10000,1459,0.14597365916215743
CLINIC_068,2020,10000,1542,0.15422131386551485
CLINIC_068,2021,10000,1625,0.16252832753193558
CLINIC_068,2022,10000,1708,0.17089512737213863
CLINIC_069,2000,10000,0,0.0
CLINIC_069,2001,10000,28,0.0028534916616722583
CLINIC_069,2002,10000,57,0.005715125738007476
CLINIC_069,2003,10000,85,0.008584925463318571
CLINIC_069,2004,10000,114,0.011462914138216318
CLINIC_069,2005,10000,143,0.014349115129800305
CLINIC_069,2006,10000,172,0.017243551871847673
CLINIC_069,2007,10000,201,0.020146247865003852
CLINIC_069,2008,10000,230,0.023057226676972853
CLINIC_069,2009,10000,259,0.02597651194270889
CLINIC_069,2010,10000,289,0.0289041273646089
CLINIC_069,2011,10000,318,0.031840096712703936
CLINIC_069,2012,10000,347,0.03478444382485257
CLINIC_069,2013,10000,377,0.03773719260693498
CLINIC_069,2014,10000,406,0.04069836703304586
CLINIC_069,2015,10000,436,0.04366799114569053
CLINIC_069,2016,10000,466,0.04664608905597878
CLINIC_069,2017,10000,496,0.04963268494382178
CLINIC_069,2018,10000,526,0.05262780305812753
CLINIC_069,2019,10000,556,0.05563146771699823
CLINIC_069,2020,10000,586,0.05864370330792745
CLINIC_069,2021,10000,616,0.06166453428799823
CLINIC_069,2022,10000,646,0.0646939851840822
CLINIC_070,2000,10000,0,0.0
CLINIC_070,2001,10000,109,0.010969120692750245
CLINIC_070,2002,10000,220,0.022058562994272668
CLINIC_070,2003,10000,332,0.03326964672681587
CLINIC_070,2004,10000,446,0.0446037061899176
CLINIC_070,2005,10000,560,0.05606209031920906
CLINIC_070,2006,10000,676,0.06764616284695868
CLINIC_070,2007,10000,793,0.07935730246437878
CLINIC_070,2008,10000,911,0.09119690298571181
CLINIC_070,2009,10000,1031,0.1031663735141175
CLINIC_070,2010,10000,1152,0.11526713860937754
CLINIC_070,2011,10000,1275,0.12750063845744197
CLINIC_070,2012,10000,1398,0.13986832904183455
CLINIC_070,2013,10000,1523,0.1523716823169381
CLINIC_070,2014,10000,1650,0.16501218638318016
CLINIC_070,2015,10000,1777,0.17779134566414223
CLINIC_070,2016,10000,1907,0.19071068108560896
CLINIC_070,2017,10000,2037,0.20377173025658402
CLINIC_070,2018,10000,2169,0.21697604765228928
CLINIC_070,2019,10000,2303,0.2303252047991735
CLINIC_070,2020,10000,2438,0.24382079046194827
CLINIC_070,2021,10000,2574,0.25746441083267735
CLINIC_070,2022,10000,2712,0.2712576897219392
CLINIC_071,2000,10000,0,0.0
CLINIC_071,2001,10000,184,0.018431004176099997
CLINIC_071,2002,10000,372,0.03720171026713914
CLINIC_071,2003,10000,563,0.056318379320530854
CLINIC_071,2004,10000,757,0.07578738778107863
CLINIC_071,2005,10000,956,0.09561522961786717
CLINIC_071,2006,10000,1158,0.11580851849035279
CLINIC_071,2007,10000,1363,0.13637398995437633
CLINIC_071,2008,10000,1573,0.1573185037088367
CLINIC_071,2009,10000,1786,0.17864904588377195
CLINIC_071,2010,10000,2003,0.20037273137061185
CLINIC_071,2011,10000,2224,0.22249680619538004
CLINIC_071,2012,10000,2450,0.24502864993563578
CLINIC_071,2013,10000,2679,0.2679757781819636
CLINIC_071,2014,10000,2913,0.29134584504482874
CLINIC_071,2015,10000,3151,0.3151466457076393
CLINIC_071,2016,10000,3393,0.33938611902686056
CLINIC_071,2017,10000,3640,0.3640723501800549
CLINIC_071,2018,10000,3892,0.389213573362726
CLINIC_071,2019,10000,4148,0.4148181745348689
CLINIC_071,2020,10000,4408,0.4408946942181431
